City,Date,Month,Predicted Temperature (°C),Predicted Units Consumed (kWh)
Sagar,2025-07-22,July,34.74,600.88
Sagar,2025-07-23,July,38.22,677.22
Sagar,2025-07-24,July,40.41,687.57
Sagar,2025-07-25,July,35.39,554.6
Sagar,2025-07-26,July,43.95,721.92
Sagar,2025-07-27,July,39.24,624.84
Sagar,2025-07-28,July,37.96,573.34
Sagar,2025-07-29,July,35.02,587.45
Sagar,2025-07-30,July,37.62,590.29
Sagar,2025-07-31,July,37.48,655.73
Sagar,2025-08-01,August,31.49,579.85
Sagar,2025-08-02,August,33.25,484.31
Sagar,2025-08-03,August,33.75,497.89
Sagar,2025-08-04,August,34.72,538.59
Sagar,2025-08-05,August,28.56,508.95
Sagar,2025-08-06,August,29.65,590.92
Sagar,2025-08-07,August,34.97,587.2
Sagar,2025-08-08,August,30.67,577.87
Sagar,2025-08-09,August,33.79,513.01
Sagar,2025-08-10,August,33.11,499.29
Sagar,2025-08-11,August,28.03,566.38
Sagar,2025-08-12,August,33.36,540.63
Sagar,2025-08-13,August,29.46,516.92
Sagar,2025-08-14,August,28.1,485.7
Sagar,2025-08-15,August,31.78,457.53
Sagar,2025-08-16,August,31.79,590.33
Sagar,2025-08-17,August,33.64,488.78
Sagar,2025-08-18,August,31.79,540.27
Sagar,2025-08-19,August,32.08,524.72
Sagar,2025-08-20,August,28.01,469.61
Sagar,2025-08-21,August,31.67,490.76
Sagar,2025-08-22,August,30.7,568.93
Sagar,2025-08-23,August,31.34,460.68
Sagar,2025-08-24,August,30.82,523.06
Sagar,2025-08-25,August,32.97,520.64
Sagar,2025-08-26,August,33.42,547.87
Sagar,2025-08-27,August,31.8,563.97
Sagar,2025-08-28,August,28.78,450.75
Sagar,2025-08-29,August,30.5,502.04
Sagar,2025-08-30,August,31.31,488.81
Sagar,2025-08-31,August,30.13,535.15
Sagar,2025-09-01,September,28.78,530.75
Sagar,2025-09-02,September,34.13,539.29
Sagar,2025-09-03,September,33.12,470.05
Sagar,2025-09-04,September,34.48,525.88
Sagar,2025-09-05,September,29.52,538.53
Sagar,2025-09-06,September,34.39,517.24
Sagar,2025-09-07,September,33.74,507.59
Sagar,2025-09-08,September,29.47,489.05
Sagar,2025-09-09,September,29.23,575.9
Sagar,2025-09-10,September,34.99,576.29
Sagar,2025-09-11,September,32.42,538.44
Sagar,2025-09-12,September,31.86,462.78
Sagar,2025-09-13,September,31.3,532.93
Sagar,2025-09-14,September,31.31,534.48
Sagar,2025-09-15,September,34.79,568.39
Sagar,2025-09-16,September,30.68,454.97
Sagar,2025-09-17,September,33.98,570.48
Sagar,2025-09-18,September,31.95,522.88
Sagar,2025-09-19,September,31.99,469.45
Sagar,2025-09-20,September,28.45,585.7
Sagar,2025-09-21,September,31.84,465.43
Sagar,2025-09-22,September,30.88,494.23
Sagar,2025-09-23,September,30.05,597.1
Sagar,2025-09-24,September,28.49,598.31
Sagar,2025-09-25,September,29.13,511.05
Sagar,2025-09-26,September,29.45,493.65
Sagar,2025-09-27,September,32.39,566.58
Sagar,2025-09-28,September,29.23,460.14
Sagar,2025-09-29,September,30.27,534.39
Sagar,2025-09-30,September,34.86,467.2
Sagar,2025-10-01,October,20.5,383.37
Sagar,2025-10-02,October,27.18,455.32
Sagar,2025-10-03,October,26.69,398.65
Sagar,2025-10-04,October,25.65,366.79
Sagar,2025-10-05,October,27.92,370.36
Sagar,2025-10-06,October,25.33,421.73
Sagar,2025-10-07,October,26.62,400.01
Sagar,2025-10-08,October,20.96,493.06
Sagar,2025-10-09,October,24.7,493.96
Sagar,2025-10-10,October,23.61,435.56
Sagar,2025-10-11,October,20.34,432.06
Sagar,2025-10-12,October,26.91,355.78
Sagar,2025-10-13,October,21.17,467.37
Sagar,2025-10-14,October,25.51,451.55
Sagar,2025-10-15,October,25.77,409.0
Sagar,2025-10-16,October,27.41,489.36
Sagar,2025-10-17,October,23.66,376.17
Sagar,2025-10-18,October,21.08,473.78
Sagar,2025-10-19,October,25.11,413.05
Sagar,2025-10-20,October,24.54,365.36
Sagar,2025-10-21,October,23.24,379.35
Sagar,2025-10-22,October,25.85,417.78
Sagar,2025-10-23,October,23.83,438.02
Sagar,2025-10-24,October,25.11,450.73
Sagar,2025-10-25,October,23.99,357.68
Sagar,2025-10-26,October,20.68,402.5
Sagar,2025-10-27,October,21.57,396.1
Sagar,2025-10-28,October,23.49,473.1
Sagar,2025-10-29,October,27.64,393.05
Sagar,2025-10-30,October,21.39,475.07
Sagar,2025-10-31,October,27.86,496.0
Sagar,2025-11-01,November,21.69,449.4
Sagar,2025-11-02,November,21.58,476.56
Sagar,2025-11-03,November,23.81,387.2
Sagar,2025-11-04,November,23.4,369.46
Sagar,2025-11-05,November,27.1,430.61
Sagar,2025-11-06,November,23.53,492.77
Sagar,2025-11-07,November,20.37,474.46
Sagar,2025-11-08,November,21.49,404.13
Sagar,2025-11-09,November,24.92,459.49
Sagar,2025-11-10,November,24.23,425.29
Sagar,2025-11-11,November,27.36,422.29
Sagar,2025-11-12,November,22.18,402.45
Sagar,2025-11-13,November,27.64,444.25
Sagar,2025-11-14,November,20.72,468.79
Sagar,2025-11-15,November,20.46,359.09
Sagar,2025-11-16,November,21.9,353.07
Sagar,2025-11-17,November,23.91,384.17
Sagar,2025-11-18,November,26.61,375.46
Sagar,2025-11-19,November,21.82,453.87
Sagar,2025-11-20,November,24.46,393.68
Sagar,2025-11-21,November,21.24,353.68
Sagar,2025-11-22,November,27.11,404.89
Sagar,2025-11-23,November,26.49,397.16
Sagar,2025-11-24,November,21.31,426.44
Sagar,2025-11-25,November,27.17,475.43
Sagar,2025-11-26,November,26.35,487.66
Sagar,2025-11-27,November,27.36,428.07
Sagar,2025-11-28,November,27.54,433.68
Sagar,2025-11-29,November,27.99,405.85
Sagar,2025-11-30,November,22.7,421.64
Sagar,2025-12-01,December,26.06,456.71
Sagar,2025-12-02,December,21.13,462.17
Sagar,2025-12-03,December,25.28,381.98
Sagar,2025-12-04,December,25.96,454.62
Sagar,2025-12-05,December,23.35,391.79
Sagar,2025-12-06,December,20.06,374.96
Sagar,2025-12-07,December,24.65,370.57
Sagar,2025-12-08,December,23.4,434.17
Sagar,2025-12-09,December,22.27,497.74
Sagar,2025-12-10,December,27.29,352.37
Sagar,2025-12-11,December,21.82,399.68
Sagar,2025-12-12,December,23.05,465.45
Sagar,2025-12-13,December,20.15,436.21
Sagar,2025-12-14,December,23.79,491.32
Sagar,2025-12-15,December,20.83,431.17
Sagar,2025-12-16,December,21.07,367.66
Sagar,2025-12-17,December,22.15,453.27
Sagar,2025-12-18,December,23.77,469.48
Sagar,2025-12-19,December,25.3,462.42
Sagar,2025-12-20,December,26.15,382.26
Sagar,2025-12-21,December,24.73,452.25
Sagar,2025-12-22,December,21.4,494.37
Sagar,2025-12-23,December,21.63,411.07
Sagar,2025-12-24,December,25.57,441.04
Sagar,2025-12-25,December,24.28,401.25
Sagar,2025-12-26,December,24.22,351.69
Sagar,2025-12-27,December,27.62,442.85
Sagar,2025-12-28,December,27.45,490.73
Sagar,2025-12-29,December,21.85,456.84
Sagar,2025-12-30,December,25.3,484.42
Sagar,2025-12-31,December,24.52,436.45
Rewa,2025-01-01,January,27.16,467.23
Rewa,2025-01-02,January,27.38,398.88
Rewa,2025-01-03,January,23.79,493.96
Rewa,2025-01-04,January,20.57,422.33
Rewa,2025-01-05,January,27.13,459.8
Rewa,2025-01-06,January,22.65,411.55
Rewa,2025-01-07,January,21.57,390.39
Rewa,2025-01-08,January,27.54,447.23
Rewa,2025-01-09,January,21.77,485.46
Rewa,2025-01-10,January,23.51,416.4
Rewa,2025-01-11,January,27.21,487.06
Rewa,2025-01-12,January,24.27,476.06
Rewa,2025-01-13,January,25.85,478.02
Rewa,2025-01-14,January,20.52,444.14
Rewa,2025-01-15,January,25.7,418.52
Rewa,2025-01-16,January,20.38,411.51
Rewa,2025-01-17,January,24.98,376.16
Rewa,2025-01-18,January,27.54,485.97
Rewa,2025-01-19,January,24.65,373.35
Rewa,2025-01-20,January,27.04,454.25
Rewa,2025-01-21,January,22.56,361.94
Rewa,2025-01-22,January,22.09,377.12
Rewa,2025-01-23,January,22.38,378.97
Rewa,2025-01-24,January,24.65,406.79
Rewa,2025-01-25,January,27.42,429.71
Rewa,2025-01-26,January,21.1,439.87
Rewa,2025-01-27,January,26.56,360.38
Rewa,2025-01-28,January,24.61,368.0
Rewa,2025-01-29,January,20.63,366.88
Rewa,2025-01-30,January,24.18,359.31
Rewa,2025-01-31,January,25.36,455.94
Rewa,2025-02-01,February,20.59,439.65
Rewa,2025-02-02,February,26.66,418.37
Rewa,2025-02-03,February,23.42,432.71
Rewa,2025-02-04,February,21.27,390.16
Rewa,2025-02-05,February,24.25,395.6
Rewa,2025-02-06,February,25.23,467.79
Rewa,2025-02-07,February,24.86,388.62
Rewa,2025-02-08,February,25.18,374.09
Rewa,2025-02-09,February,26.18,376.53
Rewa,2025-02-10,February,26.32,381.22
Rewa,2025-02-11,February,26.66,439.19
Rewa,2025-02-12,February,21.07,392.9
Rewa,2025-02-13,February,25.42,383.04
Rewa,2025-02-14,February,21.85,446.08
Rewa,2025-02-15,February,21.86,364.72
Rewa,2025-02-16,February,25.25,479.32
Rewa,2025-02-17,February,20.17,373.71
Rewa,2025-02-18,February,26.85,472.12
Rewa,2025-02-19,February,25.51,360.03
Rewa,2025-02-20,February,27.02,480.58
Rewa,2025-02-21,February,23.29,422.94
Rewa,2025-02-22,February,27.08,376.8
Rewa,2025-02-23,February,26.02,495.54
Rewa,2025-02-24,February,23.53,455.3
Rewa,2025-02-25,February,26.42,491.66
Rewa,2025-02-26,February,21.25,427.3
Rewa,2025-02-27,February,21.59,491.5
Rewa,2025-02-28,February,21.71,445.16
Rewa,2025-03-01,March,32.6,584.08
Rewa,2025-03-02,March,29.25,490.78
Rewa,2025-03-03,March,28.34,546.83
Rewa,2025-03-04,March,28.46,522.15
Rewa,2025-03-05,March,30.52,507.86
Rewa,2025-03-06,March,30.27,488.07
Rewa,2025-03-07,March,33.47,506.54
Rewa,2025-03-08,March,31.36,562.43
Rewa,2025-03-09,March,29.14,594.7
Rewa,2025-03-10,March,28.48,522.01
Rewa,2025-03-11,March,28.34,565.51
Rewa,2025-03-12,March,30.37,495.49
Rewa,2025-03-13,March,31.18,498.75
Rewa,2025-03-14,March,30.72,503.04
Rewa,2025-03-15,March,32.6,570.68
Rewa,2025-03-16,March,32.42,518.12
Rewa,2025-03-17,March,32.64,562.42
Rewa,2025-03-18,March,28.95,533.43
Rewa,2025-03-19,March,32.1,498.82
Rewa,2025-03-20,March,28.71,551.45
Rewa,2025-03-21,March,32.86,484.33
Rewa,2025-03-22,March,32.96,536.35
Rewa,2025-03-23,March,29.95,455.13
Rewa,2025-03-24,March,28.24,553.2
Rewa,2025-03-25,March,28.57,454.96
Rewa,2025-03-26,March,30.28,566.39
Rewa,2025-03-27,March,32.14,542.86
Rewa,2025-03-28,March,31.48,527.06
Rewa,2025-03-29,March,29.43,478.9
Rewa,2025-03-30,March,30.1,456.37
Rewa,2025-03-31,March,28.35,484.49
Rewa,2025-04-01,April,41.34,560.89
Rewa,2025-04-02,April,43.79,735.67
Rewa,2025-04-03,April,36.13,568.67
Rewa,2025-04-04,April,36.12,620.8
Rewa,2025-04-05,April,42.64,746.93
Rewa,2025-04-06,April,36.7,705.01
Rewa,2025-04-07,April,42.71,703.29
Rewa,2025-04-08,April,43.07,736.1
Rewa,2025-04-09,April,40.51,699.23
Rewa,2025-04-10,April,43.39,590.63
Rewa,2025-04-11,April,34.61,698.62
Rewa,2025-04-12,April,43.22,610.04
Rewa,2025-04-13,April,42.49,586.24
Rewa,2025-04-14,April,36.85,642.03
Rewa,2025-04-15,April,35.83,744.99
Rewa,2025-04-16,April,36.49,671.33
Rewa,2025-04-17,April,43.57,635.0
Rewa,2025-04-18,April,36.28,555.18
Rewa,2025-04-19,April,43.19,607.15
Rewa,2025-04-20,April,38.3,660.3
Rewa,2025-04-21,April,43.98,618.65
Rewa,2025-04-22,April,41.66,671.71
Rewa,2025-04-23,April,41.85,729.12
Rewa,2025-04-24,April,41.11,554.19
Rewa,2025-04-25,April,42.29,733.19
Rewa,2025-04-26,April,34.14,695.77
Rewa,2025-04-27,April,36.61,614.37
Rewa,2025-04-28,April,40.02,576.18
Rewa,2025-04-29,April,36.45,565.93
Rewa,2025-04-30,April,36.89,716.92
Rewa,2025-05-01,May,39.72,617.52
Rewa,2025-05-02,May,35.55,571.58
Rewa,2025-05-03,May,43.9,709.76
Rewa,2025-05-04,May,43.72,708.25
Rewa,2025-05-05,May,39.06,663.44
Rewa,2025-05-06,May,38.29,595.5
Rewa,2025-05-07,May,43.57,636.36
Rewa,2025-05-08,May,37.06,558.34
Rewa,2025-05-09,May,39.53,728.42
Rewa,2025-05-10,May,34.43,731.02
Rewa,2025-05-11,May,43.45,719.52
Rewa,2025-05-12,May,43.13,721.92
Rewa,2025-05-13,May,43.06,727.43
Rewa,2025-05-14,May,42.81,585.98
Rewa,2025-05-15,May,41.39,565.9
Rewa,2025-05-16,May,37.73,578.4
Rewa,2025-05-17,May,34.56,668.29
Rewa,2025-05-18,May,40.47,596.32
Rewa,2025-05-19,May,42.76,660.46
Rewa,2025-05-20,May,40.71,566.18
Rewa,2025-05-21,May,35.78,562.8
Rewa,2025-05-22,May,42.06,627.19
Rewa,2025-05-23,May,37.38,730.63
Rewa,2025-05-24,May,39.56,721.25
Rewa,2025-05-25,May,38.4,620.45
Rewa,2025-05-26,May,34.69,660.74
Rewa,2025-05-27,May,38.88,721.88
Rewa,2025-05-28,May,37.61,737.86
Rewa,2025-05-29,May,38.17,670.66
Rewa,2025-05-30,May,43.96,588.46
Rewa,2025-05-31,May,39.65,625.13
Rewa,2025-06-01,June,39.42,721.83
Rewa,2025-06-02,June,39.53,682.26
Rewa,2025-06-03,June,41.01,639.65
Rewa,2025-06-04,June,34.97,586.57
Rewa,2025-06-05,June,42.94,692.03
Rewa,2025-06-06,June,42.67,587.11
Rewa,2025-06-07,June,42.69,632.52
Rewa,2025-06-08,June,39.05,571.44
Rewa,2025-06-09,June,34.69,719.18
Rewa,2025-06-10,June,40.89,697.13
Rewa,2025-06-11,June,34.36,594.17
Rewa,2025-06-12,June,40.96,619.25
Rewa,2025-06-13,June,39.73,638.26
Rewa,2025-06-14,June,39.11,713.21
Rewa,2025-06-15,June,38.68,564.7
Rewa,2025-06-16,June,34.0,599.7
Rewa,2025-06-17,June,38.13,560.99
Rewa,2025-06-18,June,41.88,604.31
Rewa,2025-06-19,June,34.05,748.28
Rewa,2025-06-20,June,35.21,604.65
Rewa,2025-06-21,June,40.15,644.33
Rewa,2025-06-22,June,39.97,635.46
Rewa,2025-06-23,June,42.03,712.0
Rewa,2025-06-24,June,41.23,689.54
Rewa,2025-06-25,June,39.93,655.61
Rewa,2025-06-26,June,35.89,740.93
Rewa,2025-06-27,June,35.57,653.14
Rewa,2025-06-28,June,36.54,669.67
Rewa,2025-06-29,June,36.61,704.3
Rewa,2025-06-30,June,43.07,564.44
Rewa,2025-07-01,July,35.25,597.5
Rewa,2025-07-02,July,40.3,656.58
Rewa,2025-07-03,July,37.69,712.54
Rewa,2025-07-04,July,42.1,729.88
Rewa,2025-07-05,July,41.58,671.76
Rewa,2025-07-06,July,36.32,565.8
Rewa,2025-07-07,July,34.93,712.11
Rewa,2025-07-08,July,34.66,637.36
Rewa,2025-07-09,July,39.48,597.66
Rewa,2025-07-10,July,39.45,682.01
Rewa,2025-07-11,July,37.28,662.91
Rewa,2025-07-12,July,35.83,736.42
Rewa,2025-07-13,July,41.52,711.81
Rewa,2025-07-14,July,43.49,744.98
Rewa,2025-07-15,July,37.62,738.28
Rewa,2025-07-16,July,41.22,646.39
Rewa,2025-07-17,July,35.32,579.49
Rewa,2025-07-18,July,41.46,584.92
Rewa,2025-07-19,July,43.69,708.07
Rewa,2025-07-20,July,41.0,638.17
Rewa,2025-07-21,July,38.24,724.52
Rewa,2025-07-22,July,35.52,724.04
Rewa,2025-07-23,July,39.59,640.62
Rewa,2025-07-24,July,40.18,670.91
Rewa,2025-07-25,July,42.3,626.3
Rewa,2025-07-26,July,43.97,631.63
Rewa,2025-07-27,July,36.92,582.23
Rewa,2025-07-28,July,43.72,735.21
Rewa,2025-07-29,July,35.29,719.3
Rewa,2025-07-30,July,42.96,660.01
Rewa,2025-07-31,July,40.6,733.98
Rewa,2025-08-01,August,31.58,489.67
Rewa,2025-08-02,August,28.34,567.7
Rewa,2025-08-03,August,28.04,591.06
Rewa,2025-08-04,August,29.47,500.51
Rewa,2025-08-05,August,34.85,485.17
Rewa,2025-08-06,August,30.56,500.02
Rewa,2025-08-07,August,32.25,522.01
Rewa,2025-08-08,August,28.63,567.56
Rewa,2025-08-09,August,31.15,470.26
Rewa,2025-08-10,August,28.26,569.76
Rewa,2025-08-11,August,29.54,507.63
Rewa,2025-08-12,August,32.55,451.83
Rewa,2025-08-13,August,33.46,582.38
Rewa,2025-08-14,August,29.91,592.11
Rewa,2025-08-15,August,31.16,566.15
Rewa,2025-08-16,August,34.32,589.37
Rewa,2025-08-17,August,28.81,471.81
Rewa,2025-08-18,August,30.24,579.03
Rewa,2025-08-19,August,30.62,588.02
Rewa,2025-08-20,August,28.72,575.42
Rewa,2025-08-21,August,33.34,586.92
Rewa,2025-08-22,August,31.86,493.08
Rewa,2025-08-23,August,32.78,489.59
Rewa,2025-08-24,August,30.99,481.55
Rewa,2025-08-25,August,30.46,468.62
Rewa,2025-08-26,August,32.02,475.38
Rewa,2025-08-27,August,29.97,503.52
Rewa,2025-08-28,August,32.63,451.29
Rewa,2025-08-29,August,30.28,515.63
Rewa,2025-08-30,August,33.6,562.14
Rewa,2025-08-31,August,32.03,552.49
Rewa,2025-09-01,September,33.24,573.74
Rewa,2025-09-02,September,34.16,533.63
Rewa,2025-09-03,September,31.58,593.65
Rewa,2025-09-04,September,32.21,589.64
Rewa,2025-09-05,September,33.94,575.9
Rewa,2025-09-06,September,28.79,492.01
Rewa,2025-09-07,September,33.74,485.31
Rewa,2025-09-08,September,30.56,548.47
Rewa,2025-09-09,September,30.0,599.37
Rewa,2025-09-10,September,33.81,505.4
Rewa,2025-09-11,September,32.63,590.12
Rewa,2025-09-12,September,33.45,560.67
Rewa,2025-09-13,September,29.98,462.84
Rewa,2025-09-14,September,31.55,554.79
Rewa,2025-09-15,September,34.68,505.11
Rewa,2025-09-16,September,34.73,492.67
Rewa,2025-09-17,September,31.34,559.61
Rewa,2025-09-18,September,30.63,458.65
Rewa,2025-09-19,September,29.8,534.19
Rewa,2025-09-20,September,34.45,543.87
Rewa,2025-09-21,September,31.46,528.92
Rewa,2025-09-22,September,31.91,451.36
Rewa,2025-09-23,September,32.65,554.81
Rewa,2025-09-24,September,28.48,501.6
Rewa,2025-09-25,September,32.82,485.05
Rewa,2025-09-26,September,31.61,455.36
Rewa,2025-09-27,September,31.58,502.15
Rewa,2025-09-28,September,29.93,487.57
Rewa,2025-09-29,September,32.25,451.41
Rewa,2025-09-30,September,29.88,454.89
Rewa,2025-10-01,October,23.61,436.29
Rewa,2025-10-02,October,27.92,457.2
Rewa,2025-10-03,October,20.36,371.11
Rewa,2025-10-04,October,21.04,359.32
Rewa,2025-10-05,October,21.79,418.73
Rewa,2025-10-06,October,23.65,381.95
Rewa,2025-10-07,October,22.28,400.48
Rewa,2025-10-08,October,24.49,393.57
Rewa,2025-10-09,October,27.66,391.27
Rewa,2025-10-10,October,24.9,417.46
Rewa,2025-10-11,October,20.64,401.58
Rewa,2025-10-12,October,26.78,366.7
Rewa,2025-10-13,October,27.02,443.63
Rewa,2025-10-14,October,24.57,350.28
Rewa,2025-10-15,October,21.85,453.7
Rewa,2025-10-16,October,26.76,481.87
Rewa,2025-10-17,October,22.12,491.51
Rewa,2025-10-18,October,21.95,450.14
Rewa,2025-10-19,October,27.04,383.06
Rewa,2025-10-20,October,24.87,448.39
Rewa,2025-10-21,October,26.44,352.81
Rewa,2025-10-22,October,27.2,354.53
Rewa,2025-10-23,October,26.17,448.06
Rewa,2025-10-24,October,25.57,367.96
Rewa,2025-10-25,October,23.64,485.68
Rewa,2025-10-26,October,22.33,409.34
Rewa,2025-10-27,October,24.47,447.23
Rewa,2025-10-28,October,21.98,365.44
Rewa,2025-10-29,October,26.97,377.35
Rewa,2025-10-30,October,20.58,405.7
Rewa,2025-10-31,October,23.18,461.32
Rewa,2025-11-01,November,23.9,429.6
Rewa,2025-11-02,November,21.89,490.08
Rewa,2025-11-03,November,22.24,498.63
Rewa,2025-11-04,November,23.46,490.02
Rewa,2025-11-05,November,26.57,384.72
Rewa,2025-11-06,November,20.5,449.48
Rewa,2025-11-07,November,27.23,456.96
Rewa,2025-11-08,November,25.03,362.95
Rewa,2025-11-09,November,27.06,453.84
Rewa,2025-11-10,November,23.57,385.84
Rewa,2025-11-11,November,20.09,425.19
Rewa,2025-11-12,November,22.79,399.93
Rewa,2025-11-13,November,25.0,491.16
Rewa,2025-11-14,November,20.65,371.01
Rewa,2025-11-15,November,20.87,374.82
Rewa,2025-11-16,November,27.09,396.1
Rewa,2025-11-17,November,24.75,389.07
Rewa,2025-11-18,November,26.57,350.09
Rewa,2025-11-19,November,22.06,498.39
Rewa,2025-11-20,November,26.56,455.35
Rewa,2025-11-21,November,26.87,494.44
Rewa,2025-11-22,November,22.85,430.43
Rewa,2025-11-23,November,27.02,494.41
Rewa,2025-11-24,November,27.69,370.06
Rewa,2025-11-25,November,26.78,434.73
Rewa,2025-11-26,November,21.0,441.35
Rewa,2025-11-27,November,25.87,375.3
Rewa,2025-11-28,November,25.18,420.24
Rewa,2025-11-29,November,21.51,478.72
Rewa,2025-11-30,November,27.33,378.42
Rewa,2025-12-01,December,27.53,436.93
Rewa,2025-12-02,December,25.25,364.47
Rewa,2025-12-03,December,25.3,392.88
Rewa,2025-12-04,December,22.87,495.25
Rewa,2025-12-05,December,25.83,447.73
Rewa,2025-12-06,December,24.69,472.1
Rewa,2025-12-07,December,22.45,418.43
Rewa,2025-12-08,December,26.44,364.2
Rewa,2025-12-09,December,21.69,394.59
Rewa,2025-12-10,December,26.08,494.24
Rewa,2025-12-11,December,26.86,496.15
Rewa,2025-12-12,December,23.81,434.33
Rewa,2025-12-13,December,25.4,442.45
Rewa,2025-12-14,December,20.72,444.66
Rewa,2025-12-15,December,23.28,465.25
Rewa,2025-12-16,December,22.88,479.92
Rewa,2025-12-17,December,24.34,441.53
Rewa,2025-12-18,December,26.42,359.05
Rewa,2025-12-19,December,22.14,359.4
Rewa,2025-12-20,December,25.48,470.59
Rewa,2025-12-21,December,23.71,431.82
Rewa,2025-12-22,December,20.59,393.75
Rewa,2025-12-23,December,24.06,408.93
Rewa,2025-12-24,December,20.36,415.2
Rewa,2025-12-25,December,25.33,480.09
Rewa,2025-12-26,December,22.16,461.51
Rewa,2025-12-27,December,25.33,470.96
Rewa,2025-12-28,December,24.99,386.37
Rewa,2025-12-29,December,27.97,447.0
Rewa,2025-12-30,December,24.7,389.56
Rewa,2025-12-31,December,26.37,383.16
Satna,2025-01-01,January,27.08,381.08
Satna,2025-01-02,January,23.96,460.59
Satna,2025-01-03,January,27.06,351.1
Satna,2025-01-04,January,25.48,494.28
Satna,2025-01-05,January,26.22,453.84
Satna,2025-01-06,January,23.46,406.39
Satna,2025-01-07,January,22.94,408.84
Satna,2025-01-08,January,24.07,447.59
Satna,2025-01-09,January,26.19,480.9
Satna,2025-01-10,January,23.68,463.82
Satna,2025-01-11,January,24.78,363.14
Satna,2025-01-12,January,22.42,424.27
Satna,2025-01-13,January,21.26,380.24
Satna,2025-01-14,January,20.59,372.37
Satna,2025-01-15,January,24.76,453.07
Satna,2025-01-16,January,20.49,463.41
Satna,2025-01-17,January,26.14,372.43
Satna,2025-01-18,January,25.86,440.42
Satna,2025-01-19,January,22.61,448.62
Satna,2025-01-20,January,24.91,360.82
Satna,2025-01-21,January,22.78,366.21
Satna,2025-01-22,January,24.07,417.91
Satna,2025-01-23,January,27.79,414.11
Satna,2025-01-24,January,24.11,355.97
Satna,2025-01-25,January,26.17,387.04
Satna,2025-01-26,January,26.78,414.79
Satna,2025-01-27,January,26.76,370.56
Satna,2025-01-28,January,22.99,446.23
Satna,2025-01-29,January,21.83,454.22
Satna,2025-01-30,January,26.59,449.77
Satna,2025-01-31,January,20.63,460.99
Satna,2025-02-01,February,21.08,382.52
Satna,2025-02-02,February,22.03,425.42
Satna,2025-02-03,February,21.2,416.42
Satna,2025-02-04,February,24.83,437.67
Satna,2025-02-05,February,20.39,394.55
Satna,2025-02-06,February,20.09,484.06
Satna,2025-02-07,February,22.84,421.97
Satna,2025-02-08,February,27.75,440.91
Satna,2025-02-09,February,27.11,373.45
Satna,2025-02-10,February,20.24,477.33
Satna,2025-02-11,February,22.06,446.73
Satna,2025-02-12,February,22.94,464.95
Satna,2025-02-13,February,26.84,384.35
Satna,2025-02-14,February,20.28,457.16
Satna,2025-02-15,February,21.46,384.27
Satna,2025-02-16,February,22.23,488.27
Satna,2025-02-17,February,27.46,382.03
Satna,2025-02-18,February,23.95,451.58
Satna,2025-02-19,February,22.27,472.4
Satna,2025-02-20,February,24.06,461.54
Satna,2025-02-21,February,25.81,374.98
Satna,2025-02-22,February,22.68,466.15
Satna,2025-02-23,February,21.09,457.64
Satna,2025-02-24,February,25.89,481.59
Satna,2025-02-25,February,23.27,405.45
Satna,2025-02-26,February,27.13,378.15
Satna,2025-02-27,February,22.15,442.19
Satna,2025-02-28,February,24.73,494.0
Satna,2025-03-01,March,29.2,552.0
Satna,2025-03-02,March,29.15,561.88
Satna,2025-03-03,March,28.82,576.52
Satna,2025-03-04,March,29.25,489.94
Satna,2025-03-05,March,31.11,519.24
Satna,2025-03-06,March,30.24,533.59
Satna,2025-03-07,March,29.46,573.52
Satna,2025-03-08,March,32.25,591.63
Satna,2025-03-09,March,31.59,521.15
Satna,2025-03-10,March,34.88,583.02
Satna,2025-03-11,March,29.48,558.15
